comment_id,hate_speech_score,ordinal_label,fold
41889,-1.63,supportive,2.0
42035,0.77,hate,1.0
47005,1.42,hate,0.0
44907,-2.29,supportive,4.0
41393,1.34,hate,1.0
38861,-3.62,supportive,4.0
41587,0.17,neutral,0.0
12616,-4.4,supportive,4.0
47636,1.48,hate,1.0
5975,-0.23,neutral,2.0
15986,-4.21,supportive,4.0
20682,-0.24,neutral,0.0
43329,1.63,hate,1.0
28391,-5.53,supportive,4.0
42641,1.14,hate,2.0
13852,-3.18,supportive,1.0
2695,-4.5,supportive,2.0
17895,-0.64,neutral,0.0
44923,-3.59,supportive,0.0
5492,-2.31,supportive,3.0
44117,-2.48,supportive,2.0
46775,0.63,hate,2.0
40323,1.61,hate,4.0
46874,0.35,neutral,0.0
28983,-1.47,supportive,1.0
42365,-0.28,neutral,2.0
34063,-0.14,neutral,0.0
40617,0.33,neutral,0.0
47215,0.57,hate,3.0
20594,0.85,hate,1.0
35072,-2.25,supportive,2.0
1675,0.68,hate,2.0
26439,0.79,hate,2.0
42302,-1.48,supportive,2.0
40152,1.4,hate,4.0
34618,0.33,neutral,3.0
45616,-2.75,supportive,3.0
33962,0.01,neutral,0.0
9659,-0.13,neutral,2.0
2975,2.49,hate,2.0
5154,-0.64,neutral,3.0
46737,-0.06,neutral,3.0
40388,-1.3,supportive,3.0
28800,-0.27,neutral,0.0
41172,1.54,hate,3.0
45230,-2.05,supportive,1.0
32379,-1.93,supportive,1.0
19623,5.09,hate,3.0
17969,0.52,hate,3.0
49529,0.26,neutral,2.0
46932,-0.97,neutral,4.0
39272,-2.18,supportive,1.0
45215,-0.79,neutral,2.0
15845,0.29,neutral,3.0
44295,0.18,neutral,3.0
24740,0.22,neutral,0.0
42012,-2.81,supportive,0.0
9495,2.06,hate,4.0
41245,-0.52,neutral,0.0
16868,0.16,neutral,4.0
45890,0.28,neutral,4.0
7681,0.02,neutral,1.0
11140,0.09,neutral,3.0
17218,-0.78,neutral,4.0
29881,-1.5,supportive,2.0
11584,-7.75,supportive,1.0
42025,0.18,neutral,1.0
42622,1.58,hate,3.0
23963,-2.28,supportive,2.0
22907,0.98,hate,3.0
17783,-2.48,supportive,2.0
38407,-2.49,supportive,2.0
28375,-2.87,supportive,0.0
18772,-1.12,supportive,0.0
29788,-2.72,supportive,4.0
3484,0.59,hate,4.0
47605,-2.24,supportive,0.0
43349,1.16,hate,1.0
45694,0.21,neutral,0.0
30656,-4.37,supportive,0.0
12255,0.58,hate,3.0
27200,0.16,neutral,1.0
15049,1.82,hate,4.0
37170,-0.5,neutral,2.0
47762,0.34,neutral,2.0
11595,-1.19,supportive,0.0
16706,-0.49,neutral,0.0
610,-2.0,supportive,3.0
10158,0.71,hate,1.0
6427,0.19,neutral,4.0
31519,0.21,neutral,4.0
16522,-2.55,supportive,2.0
27315,-0.91,neutral,3.0
321,-0.76,neutral,4.0
45009,-0.47,neutral,2.0
43772,1.89,hate,1.0
2432,4.16,hate,2.0
23418,-5.5,supportive,1.0
49482,0.01,neutral,4.0
27741,1.23,hate,3.0
28276,-3.87,supportive,4.0
39870,0.02,neutral,1.0
4704,-2.22,supportive,0.0
9404,-0.38,neutral,1.0
43628,1.55,hate,4.0
10940,-3.39,supportive,0.0
39456,1.17,hate,0.0
4331,-1.73,supportive,1.0
34421,-3.56,supportive,1.0
6506,-1.31,supportive,0.0
5416,-3.03,supportive,2.0
12031,-0.52,neutral,4.0
40226,0.31,neutral,0.0
8783,-0.48,neutral,0.0
22861,-3.5,supportive,1.0
15992,-1.1,supportive,2.0
20228,-7.3,supportive,3.0
49450,0.83,hate,0.0
49245,2.03,hate,0.0
29799,-0.71,neutral,3.0
23994,-2.66,supportive,2.0
41888,-3.35,supportive,0.0
42926,-2.47,supportive,2.0
38596,-0.33,neutral,3.0
20987,-5.29,supportive,2.0
45787,-5.49,supportive,0.0
43183,-3.07,supportive,2.0
33026,-3.13,supportive,0.0
13979,-3.26,supportive,3.0
29472,-1.12,supportive,2.0
23854,-1.3,supportive,1.0
2506,1.24,hate,2.0
8229,-2.06,supportive,0.0
5744,1.03,hate,4.0
47651,0.1,neutral,1.0
45678,-0.06,neutral,3.0
6607,-1.22,supportive,4.0
46063,1.49,hate,3.0
42415,-0.91,neutral,4.0
9029,-2.04,supportive,2.0
28037,0.43,neutral,4.0
47084,3.26,hate,3.0
15531,2.63,hate,1.0
4318,2.6,hate,0.0
40269,0.18,neutral,4.0
40313,-0.66,neutral,0.0
20708,-1.96,supportive,2.0
25027,-2.38,supportive,0.0
12071,-1.92,supportive,1.0
35082,-4.16,supportive,1.0
10135,-0.38,neutral,0.0
3700,0.74,hate,2.0
20537,-1.15,supportive,1.0
40439,1.86,hate,0.0
26790,-1.39,supportive,4.0
48195,-0.97,neutral,1.0
30607,-3.13,supportive,2.0
14961,-3.01,supportive,0.0
32060,-5.26,supportive,3.0
8427,0.16,neutral,3.0
42572,-3.59,supportive,1.0
9917,2.87,hate,4.0
33677,-4.07,supportive,3.0
8921,2.94,hate,0.0
43138,1.15,hate,4.0
11173,1.2,hate,3.0
44583,0.85,hate,3.0
31580,-1.67,supportive,4.0
36264,-4.57,supportive,2.0
15166,-0.75,neutral,0.0
9252,-2.92,supportive,0.0
10843,2.12,hate,0.0
4244,-2.01,supportive,3.0
8512,1.79,hate,4.0
42099,0.12,neutral,0.0
18866,-3.41,supportive,0.0
4188,2.45,hate,3.0
13029,4.09,hate,0.0
9822,0.79,hate,4.0
46857,-0.3,neutral,3.0
24055,-2.22,supportive,4.0
24731,-7.09,supportive,0.0
14140,-1.09,supportive,4.0
47217,0.51,hate,1.0
44607,0.72,hate,3.0
48634,-1.6,supportive,2.0
42268,-0.5,neutral,4.0
30344,1.6,hate,0.0
41096,-0.49,neutral,1.0
2822,0.48,neutral,3.0
28471,-2.84,supportive,3.0
49323,0.6,hate,3.0
40961,0.37,neutral,1.0
10710,-4.5,supportive,0.0
3953,-0.43,neutral,4.0
14635,0.69,hate,1.0
37934,2.71,hate,3.0
46165,-0.33,neutral,0.0
45811,0.85,hate,0.0
38784,0.24,neutral,1.0
46952,0.67,hate,2.0
25894,-2.89,supportive,2.0
1542,-0.65,neutral,1.0
11258,1.69,hate,0.0
5954,-0.83,neutral,3.0
18453,-1.56,supportive,2.0
48545,1.29,hate,4.0
33919,-2.41,supportive,2.0
10345,0.78,hate,1.0
32751,1.69,hate,0.0
38990,-1.9,supportive,0.0
37301,-4.18,supportive,2.0
46738,-0.35,neutral,4.0
1450,-1.45,supportive,4.0
9971,-0.55,neutral,2.0
9896,-1.74,supportive,1.0
47844,0.72,hate,1.0
47448,0.28,neutral,1.0
21152,-1.08,supportive,2.0
40441,-1.62,supportive,4.0
33666,-1.46,supportive,2.0
20737,-4.15,supportive,3.0
10234,1.63,hate,0.0
12264,-2.66,supportive,0.0
24355,-0.82,neutral,1.0
36501,-1.13,supportive,3.0
5948,-3.13,supportive,2.0
42935,-7.94,supportive,0.0
48511,0.06,neutral,0.0
12878,-0.33,neutral,2.0
39175,-1.53,supportive,0.0
46256,2.53,hate,1.0
14498,-2.26,supportive,4.0
46955,0.62,hate,2.0
37571,0.31,neutral,3.0
13735,-0.98,neutral,4.0
12599,1.3,hate,1.0
29175,0.64,hate,4.0
6044,0.55,hate,2.0
15699,0.56,hate,4.0
48597,-1.81,supportive,4.0
45955,-1.21,supportive,2.0
29951,2.45,hate,3.0
27775,0.29,neutral,1.0
3331,-2.78,supportive,1.0
1063,-4.15,supportive,3.0
10399,-2.51,supportive,4.0
15420,-2.23,supportive,1.0
35258,1.03,hate,4.0
26944,2.63,hate,2.0
10179,-1.92,supportive,2.0
20426,-4.5,supportive,3.0
42668,1.72,hate,1.0
21053,0.04,neutral,3.0
41297,1.41,hate,0.0
20337,-0.19,neutral,2.0
11813,-4.06,supportive,1.0
34075,1.29,hate,0.0
8745,0.7,hate,1.0
3944,-0.68,neutral,2.0
37498,-1.55,supportive,2.0
45242,-2.56,supportive,2.0
31049,-2.04,supportive,3.0
4640,-1.43,supportive,1.0
37994,0.07,neutral,1.0
22171,-2.22,supportive,3.0
32578,-1.92,supportive,2.0
11782,-2.24,supportive,1.0
48310,-1.16,supportive,1.0
2512,1.17,hate,4.0
36322,1.38,hate,2.0
8785,1.55,hate,1.0
658,-2.88,supportive,3.0
27154,-1.51,supportive,4.0
5369,0.13,neutral,0.0
27027,-0.41,neutral,3.0
1191,1.27,hate,1.0
48295,-1.96,supportive,0.0
34601,4.66,hate,0.0
4166,-2.87,supportive,4.0
5371,-1.4,supportive,2.0
5318,-1.28,supportive,0.0
7229,2.13,hate,1.0
39224,0.38,neutral,3.0
12767,3.1,hate,3.0
3569,-0.15,neutral,1.0
6358,0.15,neutral,2.0
26241,0.55,hate,2.0
30456,0.99,hate,2.0
42312,-0.36,neutral,3.0
32926,1.82,hate,1.0
41494,-0.83,neutral,2.0
42504,-1.85,supportive,0.0
40140,0.83,hate,1.0
5779,-1.09,supportive,2.0
26960,-4.77,supportive,0.0
8113,0.83,hate,1.0
41440,-0.21,neutral,0.0
13490,-5.31,supportive,3.0
24854,-2.23,supportive,0.0
12227,0.74,hate,2.0
10206,1.19,hate,3.0
42539,2.56,hate,1.0
35874,-0.72,neutral,0.0
5249,0.52,hate,2.0
14864,-3.19,supportive,2.0
14852,1.55,hate,4.0
28633,-0.37,neutral,3.0
4477,-0.19,neutral,1.0
42205,0.57,hate,0.0
39214,-1.13,supportive,4.0
19314,-1.66,supportive,4.0
41593,0.42,neutral,0.0
42708,-2.2,supportive,4.0
44584,1.23,hate,4.0
3522,1.71,hate,3.0
45151,1.91,hate,2.0
22343,-0.49,neutral,1.0
39973,-0.13,neutral,3.0
7961,-3.47,supportive,3.0
10950,0.64,hate,4.0
10331,-1.91,supportive,4.0
42741,-0.71,neutral,4.0
34023,1.7,hate,1.0
43727,-0.63,neutral,3.0
6896,-1.26,supportive,0.0
24313,-1.39,supportive,2.0
22247,0.29,neutral,1.0
14626,1.78,hate,1.0
5683,-2.11,supportive,0.0
13660,1.21,hate,3.0
12691,-4.57,supportive,0.0
42267,1.16,hate,1.0
25151,-1.38,supportive,1.0
12676,-3.88,supportive,4.0
6354,-1.64,supportive,4.0
18622,0.09,neutral,0.0
11339,-1.92,supportive,2.0
48806,-3.08,supportive,1.0
45619,-0.79,neutral,4.0
28430,-0.54,neutral,1.0
27243,1.84,hate,2.0
23144,1.63,hate,2.0
4389,-1.88,supportive,3.0
19775,-2.82,supportive,3.0
31489,1.59,hate,3.0
9304,-0.89,neutral,3.0
12019,-0.51,neutral,2.0
19323,1.72,hate,2.0
49581,0.14,neutral,3.0
35246,-0.07,neutral,1.0
30126,-0.71,neutral,1.0
10729,-3.03,supportive,1.0
29897,-4.59,supportive,3.0
40579,-0.97,neutral,2.0
43993,1.3,hate,4.0
33958,-3.05,supportive,3.0
22971,1.29,hate,4.0
22642,0.61,hate,4.0
43709,-1.03,supportive,1.0
7615,-3.42,supportive,2.0
29070,1.06,hate,2.0
30903,-1.0,neutral,1.0
38404,-1.13,supportive,3.0
45559,-2.08,supportive,0.0
32480,0.28,neutral,3.0
14718,-0.23,neutral,0.0
44859,0.83,hate,0.0
44762,1.53,hate,2.0
27122,-3.3,supportive,0.0
3232,1.92,hate,3.0
11252,-1.34,supportive,4.0
3154,-0.43,neutral,2.0
15810,-3.0,supportive,1.0
48204,2.1,hate,2.0
20452,0.23,neutral,2.0
304,-1.86,supportive,2.0
17286,0.77,hate,0.0
2721,-1.6,supportive,2.0
7745,0.0,neutral,1.0
15324,-3.3,supportive,2.0
2135,-0.2,neutral,2.0
17775,-2.1,supportive,2.0
42145,-2.69,supportive,3.0
5841,-1.18,supportive,3.0
8157,-1.92,supportive,3.0
37796,-2.71,supportive,2.0
46051,-1.87,supportive,4.0
30156,0.59,hate,0.0
42361,0.1,neutral,4.0
38239,-0.73,neutral,4.0
32143,0.0,neutral,2.0
40688,0.95,hate,1.0
1774,1.99,hate,3.0
22424,0.02,neutral,3.0
47657,-0.45,neutral,2.0
17933,-0.8,neutral,0.0
36326,-3.13,supportive,0.0
2714,-0.15,neutral,3.0
44559,0.61,hate,3.0
44115,-1.52,supportive,1.0
8395,-0.16,neutral,0.0
35164,-4.78,supportive,0.0
3225,-3.14,supportive,1.0
30068,-0.14,neutral,1.0
17669,-1.49,supportive,3.0
29838,-3.87,supportive,4.0
19368,0.47,neutral,2.0
49490,-1.38,supportive,4.0
23306,-0.6,neutral,4.0
7085,1.23,hate,3.0
10880,-2.56,supportive,3.0
27045,-3.54,supportive,2.0
1899,-1.61,supportive,4.0
8387,-1.32,supportive,1.0
9141,0.38,neutral,2.0
2898,-3.56,supportive,1.0
6273,-0.08,neutral,1.0
15452,0.71,hate,2.0
28379,2.37,hate,0.0
27584,-4.63,supportive,0.0
42226,-0.05,neutral,3.0
23296,-3.06,supportive,2.0
41878,-2.11,supportive,4.0
29676,1.73,hate,3.0
22913,0.36,neutral,3.0
31557,-2.56,supportive,3.0
27576,-0.47,neutral,1.0
12245,-3.62,supportive,1.0
12203,0.44,neutral,4.0
49310,1.17,hate,4.0
19655,0.16,neutral,4.0
34920,0.36,neutral,3.0
39465,-0.01,neutral,3.0
44630,1.01,hate,2.0
30879,-1.8,supportive,1.0
12858,1.04,hate,0.0
31823,-1.29,supportive,4.0
6378,-4.49,supportive,3.0
33352,-3.09,supportive,0.0
7201,0.05,neutral,2.0
31074,-3.45,supportive,0.0
30754,-1.18,supportive,2.0
32313,-1.09,supportive,4.0
46852,-0.03,neutral,1.0
8203,-0.72,neutral,0.0
29484,-0.67,neutral,2.0
47113,-0.21,neutral,4.0
23943,1.55,hate,2.0
7535,-1.74,supportive,1.0
46434,0.34,neutral,3.0
1324,-1.44,supportive,0.0
31447,-1.94,supportive,3.0
48642,-0.62,neutral,4.0
40520,-7.19,supportive,1.0
45752,-1.38,supportive,1.0
44905,-0.26,neutral,2.0
1938,0.03,neutral,3.0
22387,-0.09,neutral,1.0
29380,-3.74,supportive,1.0
29130,2.27,hate,1.0
4382,-1.43,supportive,0.0
1495,-1.56,supportive,4.0
22173,-0.12,neutral,0.0
47986,0.83,hate,1.0
35813,-1.34,supportive,0.0
49271,-1.08,supportive,0.0
5443,-0.43,neutral,1.0
1715,-1.83,supportive,4.0
9767,-0.36,neutral,3.0
31827,0.57,hate,0.0
43764,0.0,neutral,1.0
22927,2.5,hate,2.0
