comment_id,block,code_id,label
25204,J_2,A4DOGWHISTLE,N
25204,J_2,A4ROTHSCHILD,N
25204,J_2,A4ISRAELEVIL,N
25204,J_2,A4ISRAELINFLUENCE,N
25204,J_2,A5HOLOCAUSTDENIAL,N
25204,J_2,A5HOLOCAUSTMECHANISM,N
25204,J_2,A5HOLOCAUSTMINIMIZE,N
24740,J_2,A4DOGWHISTLE,I
24740,J_2,A4ROTHSCHILD,N
24740,J_2,A4ISRAELEVIL,I
24740,J_2,A4ISRAELINFLUENCE,I
24740,J_2,A5HOLOCAUSTDENIAL,N
24740,J_2,A5HOLOCAUSTMECHANISM,N
24740,J_2,A5HOLOCAUSTMINIMIZE,N
10575,J_2,A4DOGWHISTLE,N
10575,J_2,A4ROTHSCHILD,N
10575,J_2,A4ISRAELEVIL,N
10575,J_2,A4ISRAELINFLUENCE,N
10575,J_2,A5HOLOCAUSTDENIAL,N
10575,J_2,A5HOLOCAUSTMECHANISM,N
10575,J_2,A5HOLOCAUSTMINIMIZE,N
7395,J_2,A4DOGWHISTLE,N
7395,J_2,A4ROTHSCHILD,N
7395,J_2,A4ISRAELEVIL,N
7395,J_2,A4ISRAELINFLUENCE,N
7395,J_2,A5HOLOCAUSTDENIAL,N
7395,J_2,A5HOLOCAUSTMECHANISM,N
7395,J_2,A5HOLOCAUSTMINIMIZE,N
10735,J_2,A4DOGWHISTLE,N
10735,J_2,A4ROTHSCHILD,N
10735,J_2,A4ISRAELEVIL,N
10735,J_2,A4ISRAELINFLUENCE,N
10735,J_2,A5HOLOCAUSTDENIAL,N
10735,J_2,A5HOLOCAUSTMECHANISM,N
10735,J_2,A5HOLOCAUSTMINIMIZE,N
47614,J_2,A4DOGWHISTLE,N
47614,J_2,A4ROTHSCHILD,N
47614,J_2,A4ISRAELEVIL,N
47614,J_2,A4ISRAELINFLUENCE,N
47614,J_2,A5HOLOCAUSTDENIAL,N
47614,J_2,A5HOLOCAUSTMECHANISM,N
47614,J_2,A5HOLOCAUSTMINIMIZE,N
36829,J_2,A4DOGWHISTLE,N
36829,J_2,A4ROTHSCHILD,N
36829,J_2,A4ISRAELEVIL,N
36829,J_2,A4ISRAELINFLUENCE,N
36829,J_2,A5HOLOCAUSTDENIAL,N
36829,J_2,A5HOLOCAUSTMECHANISM,N
36829,J_2,A5HOLOCAUSTMINIMIZE,N
43925,J_2,A4DOGWHISTLE,N
43925,J_2,A4ROTHSCHILD,N
43925,J_2,A4ISRAELEVIL,N
43925,J_2,A4ISRAELINFLUENCE,N
43925,J_2,A5HOLOCAUSTDENIAL,N
43925,J_2,A5HOLOCAUSTMECHANISM,N
43925,J_2,A5HOLOCAUSTMINIMIZE,N
7229,J_2,A4DOGWHISTLE,N
7229,J_2,A4ROTHSCHILD,N
7229,J_2,A4ISRAELEVIL,N
7229,J_2,A4ISRAELINFLUENCE,N
7229,J_2,A5HOLOCAUSTDENIAL,N
7229,J_2,A5HOLOCAUSTMECHANISM,N
7229,J_2,A5HOLOCAUSTMINIMIZE,N
8282,J_2,A4DOGWHISTLE,N
8282,J_2,A4ROTHSCHILD,N
8282,J_2,A4ISRAELEVIL,N
8282,J_2,A4ISRAELINFLUENCE,N
8282,J_2,A5HOLOCAUSTDENIAL,N
8282,J_2,A5HOLOCAUSTMECHANISM,N
8282,J_2,A5HOLOCAUSTMINIMIZE,N
8576,J_2,A4DOGWHISTLE,N
8576,J_2,A4ROTHSCHILD,N
8576,J_2,A4ISRAELEVIL,N
8576,J_2,A4ISRAELINFLUENCE,N
8576,J_2,A5HOLOCAUSTDENIAL,N
8576,J_2,A5HOLOCAUSTMECHANISM,N
8576,J_2,A5HOLOCAUSTMINIMIZE,N
27901,J_2,A4DOGWHISTLE,N
27901,J_2,A4ROTHSCHILD,N
27901,J_2,A4ISRAELEVIL,N
27901,J_2,A4ISRAELINFLUENCE,N
27901,J_2,A5HOLOCAUSTDENIAL,N
27901,J_2,A5HOLOCAUSTMECHANISM,N
27901,J_2,A5HOLOCAUSTMINIMIZE,N
7061,J_2,A4DOGWHISTLE,A
7061,J_2,A4ROTHSCHILD,N
7061,J_2,A4ISRAELEVIL,N
7061,J_2,A4ISRAELINFLUENCE,N
7061,J_2,A5HOLOCAUSTDENIAL,N
7061,J_2,A5HOLOCAUSTMECHANISM,N
7061,J_2,A5HOLOCAUSTMINIMIZE,N
42705,J_2,A4DOGWHISTLE,A
42705,J_2,A4ROTHSCHILD,N
42705,J_2,A4ISRAELEVIL,N
42705,J_2,A4ISRAELINFLUENCE,I
42705,J_2,A5HOLOCAUSTDENIAL,N
42705,J_2,A5HOLOCAUSTMECHANISM,N
42705,J_2,A5HOLOCAUSTMINIMIZE,N
41383,J_2,A4DOGWHISTLE,N
41383,J_2,A4ROTHSCHILD,N
41383,J_2,A4ISRAELEVIL,N
41383,J_2,A4ISRAELINFLUENCE,N
41383,J_2,A5HOLOCAUSTDENIAL,N
41383,J_2,A5HOLOCAUSTMECHANISM,N
41383,J_2,A5HOLOCAUSTMINIMIZE,N
16502,J_2,A4DOGWHISTLE,N
16502,J_2,A4ROTHSCHILD,N
16502,J_2,A4ISRAELEVIL,N
16502,J_2,A4ISRAELINFLUENCE,N
16502,J_2,A5HOLOCAUSTDENIAL,N
16502,J_2,A5HOLOCAUSTMECHANISM,N
16502,J_2,A5HOLOCAUSTMINIMIZE,N
43828,J_2,A4DOGWHISTLE,A
43828,J_2,A4ROTHSCHILD,N
43828,J_2,A4ISRAELEVIL,N
43828,J_2,A4ISRAELINFLUENCE,N
43828,J_2,A5HOLOCAUSTDENIAL,N
43828,J_2,A5HOLOCAUSTMECHANISM,N
43828,J_2,A5HOLOCAUSTMINIMIZE,N
9406,J_2,A4DOGWHISTLE,N
9406,J_2,A4ROTHSCHILD,N
9406,J_2,A4ISRAELEVIL,N
9406,J_2,A4ISRAELINFLUENCE,N
9406,J_2,A5HOLOCAUSTDENIAL,N
9406,J_2,A5HOLOCAUSTMECHANISM,N
9406,J_2,A5HOLOCAUSTMINIMIZE,N
5876,J_2,A4DOGWHISTLE,N
5876,J_2,A4ROTHSCHILD,N
5876,J_2,A4ISRAELEVIL,E
5876,J_2,A4ISRAELINFLUENCE,N
5876,J_2,A5HOLOCAUSTDENIAL,N
5876,J_2,A5HOLOCAUSTMECHANISM,N
5876,J_2,A5HOLOCAUSTMINIMIZE,N
44923,J_2,A4DOGWHISTLE,N
44923,J_2,A4ROTHSCHILD,N
44923,J_2,A4ISRAELEVIL,N
44923,J_2,A4ISRAELINFLUENCE,N
44923,J_2,A5HOLOCAUSTDENIAL,N
44923,J_2,A5HOLOCAUSTMECHANISM,N
44923,J_2,A5HOLOCAUSTMINIMIZE,N
39272,J_2,A4DOGWHISTLE,N
39272,J_2,A4ROTHSCHILD,N
39272,J_2,A4ISRAELEVIL,N
39272,J_2,A4ISRAELINFLUENCE,N
39272,J_2,A5HOLOCAUSTDENIAL,N
39272,J_2,A5HOLOCAUSTMECHANISM,N
39272,J_2,A5HOLOCAUSTMINIMIZE,N
45890,J_2,A4DOGWHISTLE,I
45890,J_2,A4ROTHSCHILD,N
45890,J_2,A4ISRAELEVIL,N
45890,J_2,A4ISRAELINFLUENCE,I
45890,J_2,A5HOLOCAUSTDENIAL,N
45890,J_2,A5HOLOCAUSTMECHANISM,N
45890,J_2,A5HOLOCAUSTMINIMIZE,N
6836,J_2,A4DOGWHISTLE,A
6836,J_2,A4ROTHSCHILD,N
6836,J_2,A4ISRAELEVIL,N
6836,J_2,A4ISRAELINFLUENCE,N
6836,J_2,A5HOLOCAUSTDENIAL,N
6836,J_2,A5HOLOCAUSTMECHANISM,N
6836,J_2,A5HOLOCAUSTMINIMIZE,N
18839,J_2,A4DOGWHISTLE,N
18839,J_2,A4ROTHSCHILD,N
18839,J_2,A4ISRAELEVIL,N
18839,J_2,A4ISRAELINFLUENCE,N
18839,J_2,A5HOLOCAUSTDENIAL,N
18839,J_2,A5HOLOCAUSTMECHANISM,N
18839,J_2,A5HOLOCAUSTMINIMIZE,N
42622,J_2,A4DOGWHISTLE,I
42622,J_2,A4ROTHSCHILD,N
42622,J_2,A4ISRAELEVIL,E
42622,J_2,A4ISRAELINFLUENCE,N
42622,J_2,A5HOLOCAUSTDENIAL,N
42622,J_2,A5HOLOCAUSTMECHANISM,N
42622,J_2,A5HOLOCAUSTMINIMIZE,N
28722,J_2,A4DOGWHISTLE,N
28722,J_2,A4ROTHSCHILD,N
28722,J_2,A4ISRAELEVIL,N
28722,J_2,A4ISRAELINFLUENCE,N
28722,J_2,A5HOLOCAUSTDENIAL,N
28722,J_2,A5HOLOCAUSTMECHANISM,N
28722,J_2,A5HOLOCAUSTMINIMIZE,N
2812,J_2,A4DOGWHISTLE,N
2812,J_2,A4ROTHSCHILD,N
2812,J_2,A4ISRAELEVIL,N
2812,J_2,A4ISRAELINFLUENCE,N
2812,J_2,A5HOLOCAUSTDENIAL,N
2812,J_2,A5HOLOCAUSTMECHANISM,N
2812,J_2,A5HOLOCAUSTMINIMIZE,N
8310,J_2,A4DOGWHISTLE,E
8310,J_2,A4ROTHSCHILD,N
8310,J_2,A4ISRAELEVIL,N
8310,J_2,A4ISRAELINFLUENCE,N
8310,J_2,A5HOLOCAUSTDENIAL,N
8310,J_2,A5HOLOCAUSTMECHANISM,N
8310,J_2,A5HOLOCAUSTMINIMIZE,N
30754,J_2,A4DOGWHISTLE,A
30754,J_2,A4ROTHSCHILD,N
30754,J_2,A4ISRAELEVIL,N
30754,J_2,A4ISRAELINFLUENCE,N
30754,J_2,A5HOLOCAUSTDENIAL,A
30754,J_2,A5HOLOCAUSTMECHANISM,N
30754,J_2,A5HOLOCAUSTMINIMIZE,N
16772,J_2,A4DOGWHISTLE,A
16772,J_2,A4ROTHSCHILD,N
16772,J_2,A4ISRAELEVIL,A
16772,J_2,A4ISRAELINFLUENCE,N
16772,J_2,A5HOLOCAUSTDENIAL,N
16772,J_2,A5HOLOCAUSTMECHANISM,N
16772,J_2,A5HOLOCAUSTMINIMIZE,N
33962,J_2,A4DOGWHISTLE,N
33962,J_2,A4ROTHSCHILD,N
33962,J_2,A4ISRAELEVIL,N
33962,J_2,A4ISRAELINFLUENCE,N
33962,J_2,A5HOLOCAUSTDENIAL,N
33962,J_2,A5HOLOCAUSTMECHANISM,N
33962,J_2,A5HOLOCAUSTMINIMIZE,N
8350,J_2,A4DOGWHISTLE,N
8350,J_2,A4ROTHSCHILD,N
8350,J_2,A4ISRAELEVIL,N
8350,J_2,A4ISRAELINFLUENCE,N
8350,J_2,A5HOLOCAUSTDENIAL,N
8350,J_2,A5HOLOCAUSTMECHANISM,N
8350,J_2,A5HOLOCAUSTMINIMIZE,N
9146,J_2,A4DOGWHISTLE,N
9146,J_2,A4ROTHSCHILD,N
9146,J_2,A4ISRAELEVIL,N
9146,J_2,A4ISRAELINFLUENCE,N
9146,J_2,A5HOLOCAUSTDENIAL,N
9146,J_2,A5HOLOCAUSTMECHANISM,N
9146,J_2,A5HOLOCAUSTMINIMIZE,N
46201,J_2,A4DOGWHISTLE,I
46201,J_2,A4ROTHSCHILD,N
46201,J_2,A4ISRAELEVIL,N
46201,J_2,A4ISRAELINFLUENCE,N
46201,J_2,A5HOLOCAUSTDENIAL,N
46201,J_2,A5HOLOCAUSTMECHANISM,N
46201,J_2,A5HOLOCAUSTMINIMIZE,N
43628,J_2,A4DOGWHISTLE,N
43628,J_2,A4ROTHSCHILD,N
43628,J_2,A4ISRAELEVIL,E
43628,J_2,A4ISRAELINFLUENCE,N
43628,J_2,A5HOLOCAUSTDENIAL,N
43628,J_2,A5HOLOCAUSTMECHANISM,N
43628,J_2,A5HOLOCAUSTMINIMIZE,N
13029,J_2,A4DOGWHISTLE,N
13029,J_2,A4ROTHSCHILD,N
13029,J_2,A4ISRAELEVIL,N
13029,J_2,A4ISRAELINFLUENCE,N
13029,J_2,A5HOLOCAUSTDENIAL,N
13029,J_2,A5HOLOCAUSTMECHANISM,N
13029,J_2,A5HOLOCAUSTMINIMIZE,N
47951,J_2,A4DOGWHISTLE,N
47951,J_2,A4ROTHSCHILD,N
47951,J_2,A4ISRAELEVIL,N
47951,J_2,A4ISRAELINFLUENCE,N
47951,J_2,A5HOLOCAUSTDENIAL,N
47951,J_2,A5HOLOCAUSTMECHANISM,N
47951,J_2,A5HOLOCAUSTMINIMIZE,N
40914,J_2,A4DOGWHISTLE,N
40914,J_2,A4ROTHSCHILD,N
40914,J_2,A4ISRAELEVIL,N
40914,J_2,A4ISRAELINFLUENCE,N
40914,J_2,A5HOLOCAUSTDENIAL,N
40914,J_2,A5HOLOCAUSTMECHANISM,N
40914,J_2,A5HOLOCAUSTMINIMIZE,N
8699,J_2,A4DOGWHISTLE,N
8699,J_2,A4ROTHSCHILD,N
8699,J_2,A4ISRAELEVIL,N
8699,J_2,A4ISRAELINFLUENCE,N
8699,J_2,A5HOLOCAUSTDENIAL,N
8699,J_2,A5HOLOCAUSTMECHANISM,N
8699,J_2,A5HOLOCAUSTMINIMIZE,N
31580,J_2,A4DOGWHISTLE,N
31580,J_2,A4ROTHSCHILD,N
31580,J_2,A4ISRAELEVIL,N
31580,J_2,A4ISRAELINFLUENCE,N
31580,J_2,A5HOLOCAUSTDENIAL,N
31580,J_2,A5HOLOCAUSTMECHANISM,N
31580,J_2,A5HOLOCAUSTMINIMIZE,N
48642,J_2,A4DOGWHISTLE,N
48642,J_2,A4ROTHSCHILD,N
48642,J_2,A4ISRAELEVIL,N
48642,J_2,A4ISRAELINFLUENCE,N
48642,J_2,A5HOLOCAUSTDENIAL,N
48642,J_2,A5HOLOCAUSTMECHANISM,N
48642,J_2,A5HOLOCAUSTMINIMIZE,N
40313,J_2,A4DOGWHISTLE,N
40313,J_2,A4ROTHSCHILD,N
40313,J_2,A4ISRAELEVIL,N
40313,J_2,A4ISRAELINFLUENCE,N
40313,J_2,A5HOLOCAUSTDENIAL,N
40313,J_2,A5HOLOCAUSTMECHANISM,N
40313,J_2,A5HOLOCAUSTMINIMIZE,N
49652,J_2,A4DOGWHISTLE,I
49652,J_2,A4ROTHSCHILD,N
49652,J_2,A4ISRAELEVIL,I
49652,J_2,A4ISRAELINFLUENCE,E
49652,J_2,A5HOLOCAUSTDENIAL,N
49652,J_2,A5HOLOCAUSTMECHANISM,N
49652,J_2,A5HOLOCAUSTMINIMIZE,N
10796,J_2,A4DOGWHISTLE,I
10796,J_2,A4ROTHSCHILD,N
10796,J_2,A4ISRAELEVIL,N
10796,J_2,A4ISRAELINFLUENCE,N
10796,J_2,A5HOLOCAUSTDENIAL,N
10796,J_2,A5HOLOCAUSTMECHANISM,N
10796,J_2,A5HOLOCAUSTMINIMIZE,N
43993,J_2,A4DOGWHISTLE,N
43993,J_2,A4ROTHSCHILD,N
43993,J_2,A4ISRAELEVIL,N
43993,J_2,A4ISRAELINFLUENCE,N
43993,J_2,A5HOLOCAUSTDENIAL,N
43993,J_2,A5HOLOCAUSTMECHANISM,N
43993,J_2,A5HOLOCAUSTMINIMIZE,N
41447,J_2,A4DOGWHISTLE,I
41447,J_2,A4ROTHSCHILD,N
41447,J_2,A4ISRAELEVIL,N
41447,J_2,A4ISRAELINFLUENCE,I
41447,J_2,A5HOLOCAUSTDENIAL,N
41447,J_2,A5HOLOCAUSTMECHANISM,N
41447,J_2,A5HOLOCAUSTMINIMIZE,N
7885,J_2,A4DOGWHISTLE,N
7885,J_2,A4ROTHSCHILD,N
7885,J_2,A4ISRAELEVIL,N
7885,J_2,A4ISRAELINFLUENCE,N
7885,J_2,A5HOLOCAUSTDENIAL,N
7885,J_2,A5HOLOCAUSTMECHANISM,N
7885,J_2,A5HOLOCAUSTMINIMIZE,N
7958,J_2,A4DOGWHISTLE,N
7958,J_2,A4ROTHSCHILD,N
7958,J_2,A4ISRAELEVIL,N
7958,J_2,A4ISRAELINFLUENCE,N
7958,J_2,A5HOLOCAUSTDENIAL,N
7958,J_2,A5HOLOCAUSTMECHANISM,N
7958,J_2,A5HOLOCAUSTMINIMIZE,N
33613,J_2,A4DOGWHISTLE,N
33613,J_2,A4ROTHSCHILD,N
33613,J_2,A4ISRAELEVIL,N
33613,J_2,A4ISRAELINFLUENCE,N
33613,J_2,A5HOLOCAUSTDENIAL,N
33613,J_2,A5HOLOCAUSTMECHANISM,N
33613,J_2,A5HOLOCAUSTMINIMIZE,N
1987,J_2,A4DOGWHISTLE,N
1987,J_2,A4ROTHSCHILD,N
1987,J_2,A4ISRAELEVIL,N
1987,J_2,A4ISRAELINFLUENCE,N
1987,J_2,A5HOLOCAUSTDENIAL,N
1987,J_2,A5HOLOCAUSTMECHANISM,N
1987,J_2,A5HOLOCAUSTMINIMIZE,N
42361,J_2,A4DOGWHISTLE,I
42361,J_2,A4ROTHSCHILD,N
42361,J_2,A4ISRAELEVIL,N
42361,J_2,A4ISRAELINFLUENCE,N
42361,J_2,A5HOLOCAUSTDENIAL,N
42361,J_2,A5HOLOCAUSTMECHANISM,N
42361,J_2,A5HOLOCAUSTMINIMIZE,N
38068,J_2,A4DOGWHISTLE,N
38068,J_2,A4ROTHSCHILD,N
38068,J_2,A4ISRAELEVIL,N
38068,J_2,A4ISRAELINFLUENCE,N
38068,J_2,A5HOLOCAUSTDENIAL,N
38068,J_2,A5HOLOCAUSTMECHANISM,N
38068,J_2,A5HOLOCAUSTMINIMIZE,N
37243,J_2,A4DOGWHISTLE,N
37243,J_2,A4ROTHSCHILD,N
37243,J_2,A4ISRAELEVIL,I
37243,J_2,A4ISRAELINFLUENCE,N
37243,J_2,A5HOLOCAUSTDENIAL,N
37243,J_2,A5HOLOCAUSTMECHANISM,N
37243,J_2,A5HOLOCAUSTMINIMIZE,N
11234,J_2,A4DOGWHISTLE,N
11234,J_2,A4ROTHSCHILD,N
11234,J_2,A4ISRAELEVIL,N
11234,J_2,A4ISRAELINFLUENCE,N
11234,J_2,A5HOLOCAUSTDENIAL,N
11234,J_2,A5HOLOCAUSTMECHANISM,N
11234,J_2,A5HOLOCAUSTMINIMIZE,N
4408,J_2,A4DOGWHISTLE,A
4408,J_2,A4ROTHSCHILD,N
4408,J_2,A4ISRAELEVIL,N
4408,J_2,A4ISRAELINFLUENCE,N
4408,J_2,A5HOLOCAUSTDENIAL,N
4408,J_2,A5HOLOCAUSTMECHANISM,N
4408,J_2,A5HOLOCAUSTMINIMIZE,N
47211,J_2,A4DOGWHISTLE,N
47211,J_2,A4ROTHSCHILD,N
47211,J_2,A4ISRAELEVIL,N
47211,J_2,A4ISRAELINFLUENCE,N
47211,J_2,A5HOLOCAUSTDENIAL,N
47211,J_2,A5HOLOCAUSTMECHANISM,N
47211,J_2,A5HOLOCAUSTMINIMIZE,N
34838,J_2,A4DOGWHISTLE,A
34838,J_2,A4ROTHSCHILD,N
34838,J_2,A4ISRAELEVIL,N
34838,J_2,A4ISRAELINFLUENCE,N
34838,J_2,A5HOLOCAUSTDENIAL,N
34838,J_2,A5HOLOCAUSTMECHANISM,N
34838,J_2,A5HOLOCAUSTMINIMIZE,N
16610,J_2,A4DOGWHISTLE,N
16610,J_2,A4ROTHSCHILD,N
16610,J_2,A4ISRAELEVIL,N
16610,J_2,A4ISRAELINFLUENCE,N
16610,J_2,A5HOLOCAUSTDENIAL,N
16610,J_2,A5HOLOCAUSTMECHANISM,N
16610,J_2,A5HOLOCAUSTMINIMIZE,N
35136,J_2,A4DOGWHISTLE,N
35136,J_2,A4ROTHSCHILD,N
35136,J_2,A4ISRAELEVIL,N
35136,J_2,A4ISRAELINFLUENCE,N
35136,J_2,A5HOLOCAUSTDENIAL,N
35136,J_2,A5HOLOCAUSTMECHANISM,N
35136,J_2,A5HOLOCAUSTMINIMIZE,N
6163,J_2,A4DOGWHISTLE,I
6163,J_2,A4ROTHSCHILD,N
6163,J_2,A4ISRAELEVIL,N
6163,J_2,A4ISRAELINFLUENCE,N
6163,J_2,A5HOLOCAUSTDENIAL,N
6163,J_2,A5HOLOCAUSTMECHANISM,N
6163,J_2,A5HOLOCAUSTMINIMIZE,N
10813,J_2,A4DOGWHISTLE,N
10813,J_2,A4ROTHSCHILD,N
10813,J_2,A4ISRAELEVIL,A
10813,J_2,A4ISRAELINFLUENCE,N
10813,J_2,A5HOLOCAUSTDENIAL,N
10813,J_2,A5HOLOCAUSTMECHANISM,N
10813,J_2,A5HOLOCAUSTMINIMIZE,N
47266,J_2,A4DOGWHISTLE,N
47266,J_2,A4ROTHSCHILD,N
47266,J_2,A4ISRAELEVIL,N
47266,J_2,A4ISRAELINFLUENCE,N
47266,J_2,A5HOLOCAUSTDENIAL,N
47266,J_2,A5HOLOCAUSTMECHANISM,N
47266,J_2,A5HOLOCAUSTMINIMIZE,N
31722,J_2,A4DOGWHISTLE,N
31722,J_2,A4ROTHSCHILD,N
31722,J_2,A4ISRAELEVIL,N
31722,J_2,A4ISRAELINFLUENCE,N
31722,J_2,A5HOLOCAUSTDENIAL,N
31722,J_2,A5HOLOCAUSTMECHANISM,N
31722,J_2,A5HOLOCAUSTMINIMIZE,N
18722,J_2,A4DOGWHISTLE,N
18722,J_2,A4ROTHSCHILD,N
18722,J_2,A4ISRAELEVIL,N
18722,J_2,A4ISRAELINFLUENCE,N
18722,J_2,A5HOLOCAUSTDENIAL,N
18722,J_2,A5HOLOCAUSTMECHANISM,N
18722,J_2,A5HOLOCAUSTMINIMIZE,N
26144,J_2,A4DOGWHISTLE,N
26144,J_2,A4ROTHSCHILD,N
26144,J_2,A4ISRAELEVIL,N
26144,J_2,A4ISRAELINFLUENCE,N
26144,J_2,A5HOLOCAUSTDENIAL,N
26144,J_2,A5HOLOCAUSTMECHANISM,N
26144,J_2,A5HOLOCAUSTMINIMIZE,N
12956,J_2,A4DOGWHISTLE,N
12956,J_2,A4ROTHSCHILD,N
12956,J_2,A4ISRAELEVIL,N
12956,J_2,A4ISRAELINFLUENCE,N
12956,J_2,A5HOLOCAUSTDENIAL,N
12956,J_2,A5HOLOCAUSTMECHANISM,N
12956,J_2,A5HOLOCAUSTMINIMIZE,N
2624,J_2,A4DOGWHISTLE,I
2624,J_2,A4ROTHSCHILD,N
2624,J_2,A4ISRAELEVIL,N
2624,J_2,A4ISRAELINFLUENCE,N
2624,J_2,A5HOLOCAUSTDENIAL,N
2624,J_2,A5HOLOCAUSTMECHANISM,N
2624,J_2,A5HOLOCAUSTMINIMIZE,N
36477,J_2,A4DOGWHISTLE,N
36477,J_2,A4ROTHSCHILD,N
36477,J_2,A4ISRAELEVIL,N
36477,J_2,A4ISRAELINFLUENCE,N
36477,J_2,A5HOLOCAUSTDENIAL,N
36477,J_2,A5HOLOCAUSTMECHANISM,N
36477,J_2,A5HOLOCAUSTMINIMIZE,N
8880,J_2,A4DOGWHISTLE,N
8880,J_2,A4ROTHSCHILD,N
8880,J_2,A4ISRAELEVIL,A
8880,J_2,A4ISRAELINFLUENCE,N
8880,J_2,A5HOLOCAUSTDENIAL,N
8880,J_2,A5HOLOCAUSTMECHANISM,N
8880,J_2,A5HOLOCAUSTMINIMIZE,N
11339,J_2,A4DOGWHISTLE,N
11339,J_2,A4ROTHSCHILD,N
11339,J_2,A4ISRAELEVIL,N
11339,J_2,A4ISRAELINFLUENCE,N
11339,J_2,A5HOLOCAUSTDENIAL,N
11339,J_2,A5HOLOCAUSTMECHANISM,N
11339,J_2,A5HOLOCAUSTMINIMIZE,N
20320,J_2,A4DOGWHISTLE,I
20320,J_2,A4ROTHSCHILD,E
20320,J_2,A4ISRAELEVIL,N
20320,J_2,A4ISRAELINFLUENCE,I
20320,J_2,A5HOLOCAUSTDENIAL,N
20320,J_2,A5HOLOCAUSTMECHANISM,N
20320,J_2,A5HOLOCAUSTMINIMIZE,N
17559,J_2,A4DOGWHISTLE,N
