comment_id,block,code_id,label
5371,N_1,N1HOSTILECONDUCT,N
5371,N_1,N1DISCRIMINATION,N
7229,N_1,N1BELIEFS,I
7229,N_1,N1NEGATIVEATTITUDE,E
7229,N_1,N1HOSTILECONDUCT,I
7229,N_1,N1DISCRIMINATION,N
40991,N_1,N1BELIEFS,N
40991,N_1,N1NEGATIVEATTITUDE,N
40991,N_1,N1HOSTILECONDUCT,N
40991,N_1,N1DISCRIMINATION,N
13813,N_1,N1BELIEFS,I
13813,N_1,N1NEGATIVEATTITUDE,I
13813,N_1,N1HOSTILECONDUCT,N
13813,N_1,N1DISCRIMINATION,N
22701,N_1,N1BELIEFS,N
22701,N_1,N1NEGATIVEATTITUDE,N
22701,N_1,N1HOSTILECONDUCT,N
22701,N_1,N1DISCRIMINATION,N
48161,N_1,N1BELIEFS,E
48161,N_1,N1NEGATIVEATTITUDE,E
48161,N_1,N1HOSTILECONDUCT,N
48161,N_1,N1DISCRIMINATION,N
26241,N_1,N1BELIEFS,N
26241,N_1,N1NEGATIVEATTITUDE,N
26241,N_1,N1HOSTILECONDUCT,N
26241,N_1,N1DISCRIMINATION,N
23689,N_1,N1BELIEFS,N
23689,N_1,N1NEGATIVEATTITUDE,N
23689,N_1,N1HOSTILECONDUCT,N
23689,N_1,N1DISCRIMINATION,N
1567,N_1,N1BELIEFS,N
1567,N_1,N1NEGATIVEATTITUDE,N
1567,N_1,N1HOSTILECONDUCT,N
1567,N_1,N1DISCRIMINATION,N
41647,N_1,N1BELIEFS,N
41647,N_1,N1NEGATIVEATTITUDE,N
41647,N_1,N1HOSTILECONDUCT,N
41647,N_1,N1DISCRIMINATION,N
47660,N_1,N1BELIEFS,N
47660,N_1,N1NEGATIVEATTITUDE,N
47660,N_1,N1HOSTILECONDUCT,N
47660,N_1,N1DISCRIMINATION,N
47016,N_1,N1BELIEFS,N
47016,N_1,N1NEGATIVEATTITUDE,N
47016,N_1,N1HOSTILECONDUCT,N
47016,N_1,N1DISCRIMINATION,N
10925,N_1,N1BELIEFS,N
10925,N_1,N1NEGATIVEATTITUDE,N
10925,N_1,N1HOSTILECONDUCT,N
10925,N_1,N1DISCRIMINATION,N
48722,N_1,N1BELIEFS,E
48722,N_1,N1NEGATIVEATTITUDE,E
48722,N_1,N1HOSTILECONDUCT,E
48722,N_1,N1DISCRIMINATION,N
21053,N_1,N1BELIEFS,A
21053,N_1,N1NEGATIVEATTITUDE,A
21053,N_1,N1HOSTILECONDUCT,N
21053,N_1,N1DISCRIMINATION,N
16975,N_1,N1BELIEFS,N
16975,N_1,N1NEGATIVEATTITUDE,N
16975,N_1,N1HOSTILECONDUCT,N
16975,N_1,N1DISCRIMINATION,N
23602,N_1,N1BELIEFS,N
23602,N_1,N1NEGATIVEATTITUDE,N
23602,N_1,N1HOSTILECONDUCT,N
23602,N_1,N1DISCRIMINATION,N
35808,N_1,N1BELIEFS,I
35808,N_1,N1NEGATIVEATTITUDE,I
35808,N_1,N1HOSTILECONDUCT,N
35808,N_1,N1DISCRIMINATION,N
46621,N_1,N1BELIEFS,N
46621,N_1,N1NEGATIVEATTITUDE,N
46621,N_1,N1HOSTILECONDUCT,N
46621,N_1,N1DISCRIMINATION,N
26846,N_1,N1BELIEFS,N
26846,N_1,N1NEGATIVEATTITUDE,N
26846,N_1,N1HOSTILECONDUCT,N
26846,N_1,N1DISCRIMINATION,N
42415,N_1,N1BELIEFS,I
42415,N_1,N1NEGATIVEATTITUDE,I
42415,N_1,N1HOSTILECONDUCT,N
42415,N_1,N1DISCRIMINATION,N
27673,N_1,N1BELIEFS,N
27673,N_1,N1NEGATIVEATTITUDE,N
27673,N_1,N1HOSTILECONDUCT,N
27673,N_1,N1DISCRIMINATION,N
7672,N_1,N1BELIEFS,N
7672,N_1,N1NEGATIVEATTITUDE,N
7672,N_1,N1HOSTILECONDUCT,N
7672,N_1,N1DISCRIMINATION,N
43839,N_1,N1BELIEFS,A
43839,N_1,N1NEGATIVEATTITUDE,A
43839,N_1,N1HOSTILECONDUCT,N
43839,N_1,N1DISCRIMINATION,N
6751,N_1,N1BELIEFS,A
6751,N_1,N1NEGATIVEATTITUDE,A
6751,N_1,N1HOSTILECONDUCT,A
6751,N_1,N1DISCRIMINATION,A
24735,N_1,N1BELIEFS,N
24735,N_1,N1NEGATIVEATTITUDE,N
24735,N_1,N1HOSTILECONDUCT,N
24735,N_1,N1DISCRIMINATION,N
5071,N_1,N1BELIEFS,N
5071,N_1,N1NEGATIVEATTITUDE,N
5071,N_1,N1HOSTILECONDUCT,N
5071,N_1,N1DISCRIMINATION,N
45923,N_1,N1BELIEFS,N
45923,N_1,N1NEGATIVEATTITUDE,N
45923,N_1,N1HOSTILECONDUCT,N
45923,N_1,N1DISCRIMINATION,N
8311,N_1,N1BELIEFS,N
8311,N_1,N1NEGATIVEATTITUDE,N
8311,N_1,N1HOSTILECONDUCT,N
8311,N_1,N1DISCRIMINATION,N
10195,N_1,N1BELIEFS,E
10195,N_1,N1NEGATIVEATTITUDE,E
10195,N_1,N1HOSTILECONDUCT,N
10195,N_1,N1DISCRIMINATION,N
38861,N_1,N1BELIEFS,N
38861,N_1,N1NEGATIVEATTITUDE,N
38861,N_1,N1HOSTILECONDUCT,N
38861,N_1,N1DISCRIMINATION,N
11369,N_1,N1BELIEFS,N
11369,N_1,N1NEGATIVEATTITUDE,N
11369,N_1,N1HOSTILECONDUCT,N
11369,N_1,N1DISCRIMINATION,N
9251,N_1,N1BELIEFS,N
9251,N_1,N1NEGATIVEATTITUDE,N
9251,N_1,N1HOSTILECONDUCT,N
9251,N_1,N1DISCRIMINATION,N
45921,N_1,N1BELIEFS,N
45921,N_1,N1NEGATIVEATTITUDE,N
45921,N_1,N1HOSTILECONDUCT,N
45921,N_1,N1DISCRIMINATION,N
14836,N_1,N1BELIEFS,I
14836,N_1,N1NEGATIVEATTITUDE,I
14836,N_1,N1HOSTILECONDUCT,N
14836,N_1,N1DISCRIMINATION,N
2874,N_1,N1BELIEFS,N
2874,N_1,N1NEGATIVEATTITUDE,N
2874,N_1,N1HOSTILECONDUCT,N
2874,N_1,N1DISCRIMINATION,N
2565,N_1,N1BELIEFS,I
2565,N_1,N1NEGATIVEATTITUDE,I
2565,N_1,N1HOSTILECONDUCT,N
2565,N_1,N1DISCRIMINATION,N
39734,N_1,N1BELIEFS,N
39734,N_1,N1NEGATIVEATTITUDE,N
39734,N_1,N1HOSTILECONDUCT,N
39734,N_1,N1DISCRIMINATION,N
11813,N_1,N1BELIEFS,N
11813,N_1,N1NEGATIVEATTITUDE,N
11813,N_1,N1HOSTILECONDUCT,N
11813,N_1,N1DISCRIMINATION,N
46165,N_1,N1BELIEFS,I
46165,N_1,N1NEGATIVEATTITUDE,I
46165,N_1,N1HOSTILECONDUCT,N
46165,N_1,N1DISCRIMINATION,N
28707,N_1,N1BELIEFS,N
28707,N_1,N1NEGATIVEATTITUDE,N
28707,N_1,N1HOSTILECONDUCT,N
28707,N_1,N1DISCRIMINATION,N
43805,N_1,N1BELIEFS,N
43805,N_1,N1NEGATIVEATTITUDE,N
43805,N_1,N1HOSTILECONDUCT,N
43805,N_1,N1DISCRIMINATION,N
44599,N_1,N1BELIEFS,E
44599,N_1,N1NEGATIVEATTITUDE,E
44599,N_1,N1HOSTILECONDUCT,N
44599,N_1,N1DISCRIMINATION,N
18509,N_1,N1BELIEFS,N
18509,N_1,N1NEGATIVEATTITUDE,N
18509,N_1,N1HOSTILECONDUCT,N
18509,N_1,N1DISCRIMINATION,N
39476,N_1,N1BELIEFS,N
39476,N_1,N1NEGATIVEATTITUDE,N
39476,N_1,N1HOSTILECONDUCT,N
39476,N_1,N1DISCRIMINATION,N
43183,N_1,N1BELIEFS,N
43183,N_1,N1NEGATIVEATTITUDE,N
43183,N_1,N1HOSTILECONDUCT,N
43183,N_1,N1DISCRIMINATION,N
23182,N_1,N1BELIEFS,A
23182,N_1,N1NEGATIVEATTITUDE,A
23182,N_1,N1HOSTILECONDUCT,A
23182,N_1,N1DISCRIMINATION,A
49143,N_1,N1BELIEFS,E
49143,N_1,N1NEGATIVEATTITUDE,E
49143,N_1,N1HOSTILECONDUCT,N
49143,N_1,N1DISCRIMINATION,N
7603,N_1,N1BELIEFS,A
7603,N_1,N1NEGATIVEATTITUDE,A
7603,N_1,N1HOSTILECONDUCT,N
7603,N_1,N1DISCRIMINATION,N
2787,N_1,N1BELIEFS,N
2787,N_1,N1NEGATIVEATTITUDE,N
2787,N_1,N1HOSTILECONDUCT,N
2787,N_1,N1DISCRIMINATION,N
45262,N_1,N1BELIEFS,E
45262,N_1,N1NEGATIVEATTITUDE,E
45262,N_1,N1HOSTILECONDUCT,E
45262,N_1,N1DISCRIMINATION,E
41440,N_1,N1BELIEFS,A
41440,N_1,N1NEGATIVEATTITUDE,A
41440,N_1,N1HOSTILECONDUCT,N
41440,N_1,N1DISCRIMINATION,N
20067,N_1,N1BELIEFS,N
20067,N_1,N1NEGATIVEATTITUDE,N
20067,N_1,N1HOSTILECONDUCT,N
20067,N_1,N1DISCRIMINATION,N
33941,N_1,N1BELIEFS,N
33941,N_1,N1NEGATIVEATTITUDE,N
33941,N_1,N1HOSTILECONDUCT,N
33941,N_1,N1DISCRIMINATION,N
44949,N_1,N1BELIEFS,E
44949,N_1,N1NEGATIVEATTITUDE,E
44949,N_1,N1HOSTILECONDUCT,E
44949,N_1,N1DISCRIMINATION,N
2683,N_1,N1BELIEFS,N
2683,N_1,N1NEGATIVEATTITUDE,N
2683,N_1,N1HOSTILECONDUCT,N
2683,N_1,N1DISCRIMINATION,N
31512,N_1,N1BELIEFS,A
31512,N_1,N1NEGATIVEATTITUDE,A
31512,N_1,N1HOSTILECONDUCT,N
31512,N_1,N1DISCRIMINATION,N
22648,N_1,N1BELIEFS,N
22648,N_1,N1NEGATIVEATTITUDE,N
22648,N_1,N1HOSTILECONDUCT,N
22648,N_1,N1DISCRIMINATION,N
9023,N_1,N1BELIEFS,E
9023,N_1,N1NEGATIVEATTITUDE,E
9023,N_1,N1HOSTILECONDUCT,E
9023,N_1,N1DISCRIMINATION,N
17078,N_1,N1BELIEFS,N
17078,N_1,N1NEGATIVEATTITUDE,N
17078,N_1,N1HOSTILECONDUCT,N
17078,N_1,N1DISCRIMINATION,N
5807,N_1,N1BELIEFS,I
5807,N_1,N1NEGATIVEATTITUDE,I
5807,N_1,N1HOSTILECONDUCT,N
5807,N_1,N1DISCRIMINATION,N
23264,N_1,N1BELIEFS,N
23264,N_1,N1NEGATIVEATTITUDE,N
23264,N_1,N1HOSTILECONDUCT,N
23264,N_1,N1DISCRIMINATION,N
30827,N_1,N1BELIEFS,N
30827,N_1,N1NEGATIVEATTITUDE,N
30827,N_1,N1HOSTILECONDUCT,N
30827,N_1,N1DISCRIMINATION,N
40439,N_1,N1BELIEFS,E
40439,N_1,N1NEGATIVEATTITUDE,E
40439,N_1,N1HOSTILECONDUCT,N
40439,N_1,N1DISCRIMINATION,N
45949,N_1,N1BELIEFS,E
45949,N_1,N1NEGATIVEATTITUDE,E
45949,N_1,N1HOSTILECONDUCT,N
45949,N_1,N1DISCRIMINATION,N
45003,N_1,N1BELIEFS,N
45003,N_1,N1NEGATIVEATTITUDE,N
45003,N_1,N1HOSTILECONDUCT,N
45003,N_1,N1DISCRIMINATION,N
33919,N_1,N1BELIEFS,N
33919,N_1,N1NEGATIVEATTITUDE,N
33919,N_1,N1HOSTILECONDUCT,N
33919,N_1,N1DISCRIMINATION,N
10575,N_1,N1BELIEFS,N
10575,N_1,N1NEGATIVEATTITUDE,N
10575,N_1,N1HOSTILECONDUCT,N
10575,N_1,N1DISCRIMINATION,N
5450,N_1,N1BELIEFS,N
5450,N_1,N1NEGATIVEATTITUDE,N
5450,N_1,N1HOSTILECONDUCT,N
5450,N_1,N1DISCRIMINATION,N
48650,N_1,N1BELIEFS,A
48650,N_1,N1NEGATIVEATTITUDE,A
48650,N_1,N1HOSTILECONDUCT,N
48650,N_1,N1DISCRIMINATION,N
2009,N_1,N1BELIEFS,I
2009,N_1,N1NEGATIVEATTITUDE,I
2009,N_1,N1HOSTILECONDUCT,E
2009,N_1,N1DISCRIMINATION,N
47333,N_1,N1BELIEFS,N
47333,N_1,N1NEGATIVEATTITUDE,N
47333,N_1,N1HOSTILECONDUCT,N
47333,N_1,N1DISCRIMINATION,N
16610,N_1,N1BELIEFS,N
16610,N_1,N1NEGATIVEATTITUDE,N
16610,N_1,N1HOSTILECONDUCT,N
16610,N_1,N1DISCRIMINATION,N
1675,N_1,N1BELIEFS,E
1675,N_1,N1NEGATIVEATTITUDE,E
1675,N_1,N1HOSTILECONDUCT,E
1675,N_1,N1DISCRIMINATION,N
30068,N_1,N1BELIEFS,A
30068,N_1,N1NEGATIVEATTITUDE,A
30068,N_1,N1HOSTILECONDUCT,N
30068,N_1,N1DISCRIMINATION,N
35420,N_1,N1BELIEFS,N
35420,N_1,N1NEGATIVEATTITUDE,N
35420,N_1,N1HOSTILECONDUCT,N
35420,N_1,N1DISCRIMINATION,N
45707,N_1,N1BELIEFS,E
45707,N_1,N1NEGATIVEATTITUDE,E
45707,N_1,N1HOSTILECONDUCT,E
45707,N_1,N1DISCRIMINATION,N
22247,N_1,N1BELIEFS,N
22247,N_1,N1NEGATIVEATTITUDE,N
22247,N_1,N1HOSTILECONDUCT,N
22247,N_1,N1DISCRIMINATION,N
11064,N_1,N1BELIEFS,I
11064,N_1,N1NEGATIVEATTITUDE,I
11064,N_1,N1HOSTILECONDUCT,I
11064,N_1,N1DISCRIMINATION,N
46802,N_1,N1BELIEFS,E
46802,N_1,N1NEGATIVEATTITUDE,E
46802,N_1,N1HOSTILECONDUCT,E
46802,N_1,N1DISCRIMINATION,E
40840,N_1,N1BELIEFS,E
40840,N_1,N1NEGATIVEATTITUDE,E
40840,N_1,N1HOSTILECONDUCT,E
40840,N_1,N1DISCRIMINATION,N
23613,N_1,N1BELIEFS,N
23613,N_1,N1NEGATIVEATTITUDE,N
23613,N_1,N1HOSTILECONDUCT,N
23613,N_1,N1DISCRIMINATION,N
19167,N_1,N1BELIEFS,E
19167,N_1,N1NEGATIVEATTITUDE,E
19167,N_1,N1HOSTILECONDUCT,E
19167,N_1,N1DISCRIMINATION,E
14911,N_1,N1BELIEFS,N
14911,N_1,N1NEGATIVEATTITUDE,N
14911,N_1,N1HOSTILECONDUCT,N
14911,N_1,N1DISCRIMINATION,N
41096,N_1,N1BELIEFS,E
41096,N_1,N1NEGATIVEATTITUDE,E
41096,N_1,N1HOSTILECONDUCT,N
41096,N_1,N1DISCRIMINATION,N
29557,N_1,N1BELIEFS,N
29557,N_1,N1NEGATIVEATTITUDE,N
29557,N_1,N1HOSTILECONDUCT,N
29557,N_1,N1DISCRIMINATION,N
47654,N_1,N1BELIEFS,A
47654,N_1,N1NEGATIVEATTITUDE,A
47654,N_1,N1HOSTILECONDUCT,N
47654,N_1,N1DISCRIMINATION,N
6635,N_1,N1BELIEFS,N
6635,N_1,N1NEGATIVEATTITUDE,N
6635,N_1,N1HOSTILECONDUCT,N
6635,N_1,N1DISCRIMINATION,N
13029,N_1,N1BELIEFS,E
13029,N_1,N1NEGATIVEATTITUDE,E
13029,N_1,N1HOSTILECONDUCT,E
13029,N_1,N1DISCRIMINATION,N
41889,N_1,N1BELIEFS,A
41889,N_1,N1NEGATIVEATTITUDE,A
41889,N_1,N1HOSTILECONDUCT,N
41889,N_1,N1DISCRIMINATION,N
30986,N_1,N1BELIEFS,E
30986,N_1,N1NEGATIVEATTITUDE,E
30986,N_1,N1HOSTILECONDUCT,E
30986,N_1,N1DISCRIMINATION,N
7961,N_1,N1BELIEFS,N
7961,N_1,N1NEGATIVEATTITUDE,N
7961,N_1,N1HOSTILECONDUCT,N
7961,N_1,N1DISCRIMINATION,N
44390,N_1,N1BELIEFS,A
44390,N_1,N1NEGATIVEATTITUDE,A
44390,N_1,N1HOSTILECONDUCT,A
44390,N_1,N1DISCRIMINATION,N
30632,N_1,N1BELIEFS,N
30632,N_1,N1NEGATIVEATTITUDE,N
30632,N_1,N1HOSTILECONDUCT,N
30632,N_1,N1DISCRIMINATION,N
34276,N_1,N1BELIEFS,N
34276,N_1,N1NEGATIVEATTITUDE,N
34276,N_1,N1HOSTILECONDUCT,N
34276,N_1,N1DISCRIMINATION,N
3107,N_1,N1BELIEFS,A
3107,N_1,N1NEGATIVEATTITUDE,A
3107,N_1,N1HOSTILECONDUCT,A
3107,N_1,N1DISCRIMINATION,A
28714,N_1,N1BELIEFS,N
28714,N_1,N1NEGATIVEATTITUDE,N
28714,N_1,N1HOSTILECONDUCT,N
28714,N_1,N1DISCRIMINATION,N
44621,N_1,N1BELIEFS,I
44621,N_1,N1NEGATIVEATTITUDE,I
44621,N_1,N1HOSTILECONDUCT,N
44621,N_1,N1DISCRIMINATION,N
6044,N_1,N1BELIEFS,A
6044,N_1,N1NEGATIVEATTITUDE,A
6044,N_1,N1HOSTILECONDUCT,A
6044,N_1,N1DISCRIMINATION,N
5683,N_1,N1BELIEFS,I
5683,N_1,N1NEGATIVEATTITUDE,I
5683,N_1,N1HOSTILECONDUCT,N
5683,N_1,N1DISCRIMINATION,N
18622,N_1,N1BELIEFS,I
18622,N_1,N1NEGATIVEATTITUDE,I
18622,N_1,N1HOSTILECONDUCT,N
18622,N_1,N1DISCRIMINATION,N
9689,N_1,N1BELIEFS,A
9689,N_1,N1NEGATIVEATTITUDE,A
9689,N_1,N1HOSTILECONDUCT,N
9689,N_1,N1DISCRIMINATION,N
22812,N_1,N1BELIEFS,N
22812,N_1,N1NEGATIVEATTITUDE,N
22812,N_1,N1HOSTILECONDUCT,N
22812,N_1,N1DISCRIMINATION,N
40140,N_1,N1BELIEFS,I
40140,N_1,N1NEGATIVEATTITUDE,N
40140,N_1,N1HOSTILECONDUCT,N
40140,N_1,N1DISCRIMINATION,N
19314,N_1,N1BELIEFS,N
19314,N_1,N1NEGATIVEATTITUDE,N
19314,N_1,N1HOSTILECONDUCT,N
19314,N_1,N1DISCRIMINATION,N
33645,N_1,N1BELIEFS,N
33645,N_1,N1NEGATIVEATTITUDE,N
33645,N_1,N1HOSTILECONDUCT,N
33645,N_1,N1DISCRIMINATION,N
44572,N_1,N1BELIEFS,N
44572,N_1,N1NEGATIVEATTITUDE,N
44572,N_1,N1HOSTILECONDUCT,N
44572,N_1,N1DISCRIMINATION,N
48295,N_1,N1BELIEFS,N
48295,N_1,N1NEGATIVEATTITUDE,N
48295,N_1,N1HOSTILECONDUCT,N
48295,N_1,N1DISCRIMINATION,N
249,N_1,N1BELIEFS,N
249,N_1,N1NEGATIVEATTITUDE,N
249,N_1,N1HOSTILECONDUCT,N
249,N_1,N1DISCRIMINATION,N
36612,N_1,N1BELIEFS,I
36612,N_1,N1NEGATIVEATTITUDE,I
36612,N_1,N1HOSTILECONDUCT,N
36612,N_1,N1DISCRIMINATION,I
28276,N_1,N1BELIEFS,N
28276,N_1,N1NEGATIVEATTITUDE,N
28276,N_1,N1HOSTILECONDUCT,N
28276,N_1,N1DISCRIMINATION,N
15324,N_1,N1BELIEFS,N
15324,N_1,N1NEGATIVEATTITUDE,N
15324,N_1,N1HOSTILECONDUCT,N
15324,N_1,N1DISCRIMINATION,N
34747,N_1,N1BELIEFS,N
34747,N_1,N1NEGATIVEATTITUDE,N
34747,N_1,N1HOSTILECONDUCT,N
34747,N_1,N1DISCRIMINATION,N
4440,N_1,N1BELIEFS,N
4440,N_1,N1NEGATIVEATTITUDE,N
4440,N_1,N1HOSTILECONDUCT,N
4440,N_1,N1DISCRIMINATION,N
48195,N_1,N1BELIEFS,N
48195,N_1,N1NEGATIVEATTITUDE,N
48195,N_1,N1HOSTILECONDUCT,N
48195,N_1,N1DISCRIMINATION,N
27378,N_1,N1BELIEFS,N
27378,N_1,N1NEGATIVEATTITUDE,N
27378,N_1,N1HOSTILECONDUCT,N
27378,N_1,N1DISCRIMINATION,N
16274,N_1,N1BELIEFS,I
16274,N_1,N1NEGATIVEATTITUDE,I
16274,N_1,N1HOSTILECONDUCT,I
16274,N_1,N1DISCRIMINATION,N
30770,N_1,N1BELIEFS,I
30770,N_1,N1NEGATIVEATTITUDE,I
30770,N_1,N1HOSTILECONDUCT,N
30770,N_1,N1DISCRIMINATION,N
18839,N_1,N1BELIEFS,N
18839,N_1,N1NEGATIVEATTITUDE,N
18839,N_1,N1HOSTILECONDUCT,N
18839,N_1,N1DISCRIMINATION,N
4399,N_1,N1BELIEFS,N
4399,N_1,N1NEGATIVEATTITUDE,N
4399,N_1,N1HOSTILECONDUCT,N
4399,N_1,N1DISCRIMINATION,N
45285,N_1,N1BELIEFS,N
45285,N_1,N1NEGATIVEATTITUDE,N
45285,N_1,N1HOSTILECONDUCT,N
45285,N_1,N1DISCRIMINATION,N
20033,N_1,N1BELIEFS,E
20033,N_1,N1NEGATIVEATTITUDE,E
20033,N_1,N1HOSTILECONDUCT,E
20033,N_1,N1DISCRIMINATION,N
2015,N_1,N1BELIEFS,N
2015,N_1,N1NEGATIVEATTITUDE,N
2015,N_1,N1HOSTILECONDUCT,N
2015,N_1,N1DISCRIMINATION,N
42539,N_1,N1BELIEFS,E
42539,N_1,N1NEGATIVEATTITUDE,E
42539,N_1,N1HOSTILECONDUCT,N
42539,N_1,N1DISCRIMINATION,N
33996,N_1,N1BELIEFS,E
33996,N_1,N1NEGATIVEATTITUDE,E
33996,N_1,N1HOSTILECONDUCT,N
33996,N_1,N1DISCRIMINATION,N
45603,N_1,N1BELIEFS,A
45603,N_1,N1NEGATIVEATTITUDE,A
45603,N_1,N1HOSTILECONDUCT,N
45603,N_1,N1DISCRIMINATION,N
26944,N_1,N1BELIEFS,E
26944,N_1,N1NEGATIVEATTITUDE,E
26944,N_1,N1HOSTILECONDUCT,E
26944,N_1,N1DISCRIMINATION,N
36551,N_1,N1BELIEFS,N
36551,N_1,N1NEGATIVEATTITUDE,N
36551,N_1,N1HOSTILECONDUCT,N
36551,N_1,N1DISCRIMINATION,N
11339,N_1,N1BELIEFS,N
11339,N_1,N1NEGATIVEATTITUDE,N
11339,N_1,N1HOSTILECONDUCT,N
